/home/daniel/Projects/faces-rec/log/detector/log_1403999440.txt
/home/daniel/Projects/faces-rec/log/detector/error_1403999440.txt
/home/daniel/Projects/faces-rec/log/detector/debug_1403999440.txt
/home/daniel/Projects/faces-rec/log/detector/feat_anal_1403999440.txt
Detection started for: /home/daniel/Projects/faces-rec/classifiers/states/classifier_1677_17_170

NEW SUBWINDOW
IS FACE CASCADE
HYPOTHESIS 10
1.50000 SW:(0, 1) ORIGINAL: (0, 11) FINAL: (0, 17) MASK_SIZE: (16, 13)  FILTER 3860
1.50000 SW:(0, 1) ORIGINAL: (15, 10) FINAL: (22, 16) MASK_SIZE: (9, 9)  FILTER 2115
1.50000 SW:(0, 1) ORIGINAL: (6, 2) FINAL: (9, 4) MASK_SIZE: (9, 28)  FILTER 6576
1.50000 SW:(0, 1) ORIGINAL: (1, 6) FINAL: (1, 10) MASK_SIZE: (27, 10)  FILTER 2352
1.50000 SW:(0, 1) ORIGINAL: (18, 1) FINAL: (27, 2) MASK_SIZE: (9, 34)  FILTER 370
1.50000 SW:(0, 1) ORIGINAL: (1, 1) FINAL: (1, 2) MASK_SIZE: (30, 30)  FILTER 16
1.50000 SW:(0, 1) ORIGINAL: (1, 5) FINAL: (1, 8) MASK_SIZE: (15, 24)  FILTER 296
1.50000 SW:(0, 1) ORIGINAL: (4, 15) FINAL: (6, 23) MASK_SIZE: (9, 12)  FILTER 2843
1.50000 SW:(0, 1) ORIGINAL: (12, 18) FINAL: (18, 28) MASK_SIZE: (9, 9)  FILTER 2174
1.50000 SW:(0, 1) ORIGINAL: (3, 2) FINAL: (4, 4) MASK_SIZE: (9, 10)  FILTER 36
1.50000 SW:(0, 1) ORIGINAL: (9, 4) FINAL: (13, 7) MASK_SIZE: (21, 21)  FILTER 241
1.50000 SW:(0, 1) ORIGINAL: (13, 7) FINAL: (19, 11) MASK_SIZE: (9, 9)  FILTER 238
1.50000 SW:(0, 1) ORIGINAL: (1, 12) FINAL: (1, 19) MASK_SIZE: (33, 12)  FILTER 2828
1.50000 SW:(0, 1) ORIGINAL: (0, 7) FINAL: (0, 11) MASK_SIZE: (13, 16)  FILTER 3773
1.50000 SW:(0, 1) ORIGINAL: (5, 2) FINAL: (7, 4) MASK_SIZE: (10, 27)  FILTER 0
1.50000 SW:(0, 1) ORIGINAL: (5, 6) FINAL: (7, 10) MASK_SIZE: (15, 27)  FILTER 6368
1.50000 SW:(0, 1) ORIGINAL: (0, 0) FINAL: (0, 1) MASK_SIZE: (9, 13)  FILTER 8415
1.50000 SW:(0, 1) ORIGINAL: (0, 6) FINAL: (0, 10) MASK_SIZE: (15, 10)  FILTER 44
1.50000 SW:(0, 1) ORIGINAL: (3, 0) FINAL: (4, 1) MASK_SIZE: (30, 34)  FILTER 18
1.50000 SW:(0, 1) ORIGINAL: (10, 2) FINAL: (15, 4) MASK_SIZE: (16, 10)  FILTER 0
1.50000 SW:(0, 1) ORIGINAL: (8, 0) FINAL: (12, 1) MASK_SIZE: (22, 33)  FILTER 6022
HYPOTHESIS 12
1.50000 SW:(0, 1) ORIGINAL: (5, 2) FINAL: (7, 4) MASK_SIZE: (9, 12)  FILTER 2804
